A,B,M,N,K,geomTerm,distAB,distMN,centroidSep
1,5,3,8,-243.690889754096,-0.0257834230632086,3,3,3.96862696659689
1,5,3,11,44.5985281604161,0.140883243603458,3,3,3
1,5,3,13,243.690889754096,0.0257834230632086,3,3,3.96862696659689
1,5,4,6,243.690889754096,0.0257834230632086,3,3,3.96862696659689
1,5,6,7,44.5985281604161,0.140883243603458,3,3,3
1,5,6,16,54.5890104579478,0.115099820540249,3,3,4.5
1,5,7,15,44.5985281604161,0.140883243603458,3,3,3
1,5,7,16,-243.690889754096,-0.0257834230632086,3,3,3.96862696659689
1,5,7,20,243.690889754096,0.0257834230632086,3,3,3.96862696659689
1,5,11,13,-54.5890104579478,-0.115099820540249,3,3,4.5
1,5,11,17,243.690889754096,0.0257834230632086,3,3,3.96862696659689
1,5,15,17,243.690889754096,0.0257834230632086,3,3,3.96862696659689
1,5,15,20,-54.5890104579478,-0.115099820540249,3,3,4.5
1,6,2,3,-243.690889754096,-0.0257834230632086,3,3,3.96862696659689
1,6,2,4,44.5985281604161,0.140883243603458,3,3,3
1,6,2,9,54.5890104579478,0.115099820540249,3,3,4.5
1,6,3,5,243.690889754096,0.0257834230632086,3,3,3.96862696659689
1,6,4,9,-243.690889754096,-0.0257834230632086,3,3,3.96862696659689
1,6,4,12,44.5985281604161,0.140883243603458,3,3,3
1,6,4,14,243.690889754096,0.0257834230632086,3,3,3.96862696659689
1,6,5,7,44.5985281604161,0.140883243603458,3,3,3
1,6,5,15,54.5890104579478,0.115099820540249,3,3,4.5
1,6,7,15,-243.690889754096,-0.0257834230632086,3,3,3.96862696659689
1,6,7,16,44.5985281604161,0.140883243603458,3,3,3
1,6,7,20,243.690889754096,0.0257834230632086,3,3,3.96862696659689
1,6,12,14,-54.5890104579478,-0.115099820540249,3,3,4.5
1,6,12,18,243.690889754096,0.0257834230632086,3,3,3.96862696659689
1,6,16,18,243.690889754096,0.0257834230632086,3,3,3.96862696659689
1,6,16,20,-54.5890104579478,-0.115099820540249,3,3,4.5
1,7,2,3,243.690889754096,0.0257834230632086,3,3,3.96862696659689
1,7,2,4,243.690889754096,0.0257834230632086,3,3,3.96862696659689
1,7,3,5,44.5985281604161,0.140883243603458,3,3,3
1,7,3,11,54.5890104579478,0.115099820540249,3,3,4.5
1,7,4,6,44.5985281604161,0.140883243603458,3,3,3
1,7,4,12,54.5890104579478,0.115099820540249,3,3,4.5
1,7,5,11,-243.690889754096,-0.0257834230632086,3,3,3.96862696659689
1,7,5,15,44.5985281604161,0.140883243603458,3,3,3
1,7,5,17,243.690889754096,0.0257834230632086,3,3,3.96862696659689
1,7,6,12,-243.690889754096,-0.0257834230632086,3,3,3.96862696659689
1,7,6,16,44.5985281604161,0.140883243603458,3,3,3
1,7,6,18,243.690889754096,0.0257834230632086,3,3,3.96862696659689
1,7,15,17,-54.5890104579478,-0.115099820540249,3,3,4.5
1,7,15,20,243.690889754096,0.0257834230632086,3,3,3.96862696659689
1,7,16,18,-54.5890104579478,-0.115099820540249,3,3,4.5
1,7,16,20,243.690889754096,0.0257834230632086,3,3,3.96862696659689
2,3,1,4,-44.5985281604161,-0.140883243603458,3,3,3
2,3,1,5,44.5985281604161,0.140883243603458,3,3,3
2,3,1,6,-243.690889754096,-0.0257834230632086,3,3,3.96862696659689
2,3,1,7,243.690889754096,0.0257834230632086,3,3,3.96862696659689
2,3,4,6,54.5890104579478,0.115099820540249,3,3,4.5
2,3,4,9,-243.690889754096,-0.0257834230632086,3,3,3.96862696659689
2,3,5,7,-54.5890104579478,-0.115099820540249,3,3,4.5
2,3,5,11,243.690889754096,0.0257834230632086,3,3,3.96862696659689
2,3,8,10,-44.5985281604161,-0.140883243603458,3,3,3
2,3,8,13,44.5985281604161,0.140883243603458,3,3,3
2,3,8,19,-243.690889754096,-0.0257834230632086,3,3,3.96862696659689
2,3,8,22,243.690889754096,0.0257834230632086,3,3,3.96862696659689
2,3,9,10,243.690889754096,0.0257834230632086,3,3,3.96862696659689
2,3,10,19,54.5890104579478,0.115099820540249,3,3,4.5
2,3,11,13,-243.690889754096,-0.0257834230632086,3,3,3.96862696659689
2,3,13,22,-54.5890104579478,-0.115099820540249,3,3,4.5
2,4,1,3,-44.5985281604161,-0.140883243603458,3,3,3
2,4,1,5,-243.690889754096,-0.0257834230632086,3,3,3.96862696659689
2,4,1,6,44.5985281604161,0.140883243603458,3,3,3
2,4,1,7,243.690889754096,0.0257834230632086,3,3,3.96862696659689
2,4,3,5,54.5890104579478,0.115099820540249,3,3,4.5
2,4,3,8,-243.690889754096,-0.0257834230632086,3,3,3.96862696659689
2,4,6,7,-54.5890104579478,-0.115099820540249,3,3,4.5
2,4,6,12,243.690889754096,0.0257834230632086,3,3,3.96862696659689
2,4,8,10,243.690889754096,0.0257834230632086,3,3,3.96862696659689
2,4,9,10,-44.5985281604161,-0.140883243603458,3,3,3
2,4,9,14,44.5985281604161,0.140883243603458,3,3,3
2,4,9,21,-243.690889754096,-0.0257834230632086,3,3,3.96862696659689
2,4,9,23,243.690889754096,0.0257834230632086,3,3,3.96862696659689
2,4,10,21,54.5890104579478,0.115099820540249,3,3,4.5
2,4,12,14,-243.690889754096,-0.0257834230632086,3,3,3.96862696659689
2,4,14,23,-54.5890104579478,-0.115099820540249,3,3,4.5
2,8,1,3,44.5985281604161,0.140883243603458,3,3,3
2,8,1,4,-243.690889754096,-0.0257834230632086,3,3,3.96862696659689
2,8,1,5,54.5890104579478,0.115099820540249,3,3,4.5
2,8,3,5,-243.690889754096,-0.0257834230632086,3,3,3.96862696659689
2,8,3,11,243.690889754096,0.0257834230632086,3,3,3.96862696659689
2,8,3,13,44.5985281604161,0.140883243603458,3,3,3
2,8,4,9,243.690889754096,0.0257834230632086,3,3,3.96862696659689
2,8,9,10,44.5985281604161,0.140883243603458,3,3,3
2,8,9,21,54.5890104579478,0.115099820540249,3,3,4.5
2,8,10,19,44.5985281604161,0.140883243603458,3,3,3
2,8,10,21,-243.690889754096,-0.0257834230632086,3,3,3.96862696659689
2,8,10,26,243.690889754096,0.0257834230632086,3,3,3.96862696659689
2,8,11,13,54.5890104579478,0.115099820540249,3,3,4.5
2,8,13,22,243.690889754096,0.0257834230632086,3,3,3.96862696659689
2,8,19,22,243.690889754096,0.0257834230632086,3,3,3.96862696659689
2,8,19,26,-54.5890104579478,-0.115099820540249,3,3,4.5
2,9,1,3,-243.690889754096,-0.0257834230632086,3,3,3.96862696659689
2,9,1,4,44.5985281604161,0.140883243603458,3,3,3
2,9,1,6,54.5890104579478,0.115099820540249,3,3,4.5
2,9,3,8,243.690889754096,0.0257834230632086,3,3,3.96862696659689
2,9,4,6,-243.690889754096,-0.0257834230632086,3,3,3.96862696659689
2,9,4,12,243.690889754096,0.0257834230632086,3,3,3.96862696659689
2,9,4,14,44.5985281604161,0.140883243603458,3,3,3
2,9,8,10,44.5985281604161,0.140883243603458,3,3,3
2,9,8,19,54.5890104579478,0.115099820540249,3,3,4.5
2,9,10,19,-243.690889754096,-0.0257834230632086,3,3,3.96862696659689
2,9,10,21,44.5985281604161,0.140883243603458,3,3,3
2,9,10,26,243.690889754096,0.0257834230632086,3,3,3.96862696659689
2,9,12,14,54.5890104579478,0.115099820540249,3,3,4.5
2,9,14,23,243.690889754096,0.0257834230632086,3,3,3.96862696659689
2,9,21,23,243.690889754096,0.0257834230632086,3,3,3.96862696659689
2,9,21,26,-54.5890104579478,-0.115099820540249,3,3,4.5
2,10,1,3,243.690889754096,0.0257834230632086,3,3,3.96862696659689
2,10,1,4,243.690889754096,0.0257834230632086,3,3,3.96862696659689
2,10,3,8,44.5985281604161,0.140883243603458,3,3,3
2,10,3,13,54.5890104579478,0.115099820540249,3,3,4.5
2,10,4,9,44.5985281604161,0.140883243603458,3,3,3
2,10,4,14,54.5890104579478,0.115099820540249,3,3,4.5
2,10,8,13,-243.690889754096,-0.0257834230632086,3,3,3.96862696659689
2,10,8,19,44.5985281604161,0.140883243603458,3,3,3
2,10,8,22,243.690889754096,0.0257834230632086,3,3,3.96862696659689
2,10,9,14,-243.690889754096,-0.0257834230632086,3,3,3.96862696659689
2,10,9,21,44.5985281604161,0.140883243603458,3,3,3
2,10,9,23,243.690889754096,0.0257834230632086,3,3,3.96862696659689
2,10,19,22,-54.5890104579478,-0.115099820540249,3,3,4.5
2,10,19,26,243.690889754096,0.0257834230632086,3,3,3.96862696659689
2,10,21,23,-54.5890104579478,-0.115099820540249,3,3,4.5
2,10,21,26,243.690889754096,0.0257834230632086,3,3,3.96862696659689
3,5,1,2,-44.5985281604161,-0.140883243603458,3,3,3
3,5,1,4,-243.690889754096,-0.0257834230632086,3,3,3.96862696659689
3,5,1,6,243.690889754096,0.0257834230632086,3,3,3.96862696659689
3,5,1,7,44.5985281604161,0.140883243603458,3,3,3
3,5,2,4,54.5890104579478,0.115099820540249,3,3,4.5
3,5,2,8,-243.690889754096,-0.0257834230632086,3,3,3.96862696659689
3,5,6,7,54.5890104579478,0.115099820540249,3,3,4.5
3,5,7,15,243.690889754096,0.0257834230632086,3,3,3.96862696659689
3,5,8,13,243.690889754096,0.0257834230632086,3,3,3.96862696659689
3,5,11,13,-44.5985281604161,-0.140883243603458,3,3,3
3,5,11,17,44.5985281604161,0.140883243603458,3,3,3
3,5,11,24,-243.690889754096,-0.0257834230632086,3,3,3.96862696659689
3,5,11,27,243.690889754096,0.0257834230632086,3,3,3.96862696659689
3,5,13,24,54.5890104579478,0.115099820540249,3,3,4.5
3,5,15,17,-243.690889754096,-0.0257834230632086,3,3,3.96862696659689
3,5,17,27,-54.5890104579478,-0.115099820540249,3,3,4.5
3,8,1,2,44.5985281604161,0.140883243603458,3,3,3
3,8,1,4,54.5890104579478,0.115099820540249,3,3,4.5
3,8,1,5,-243.690889754096,-0.0257834230632086,3,3,3.96862696659689
3,8,2,4,-243.690889754096,-0.0257834230632086,3,3,3.96862696659689
3,8,2,9,243.690889754096,0.0257834230632086,3,3,3.96862696659689
3,8,2,10,44.5985281604161,0.140883243603458,3,3,3
3,8,5,11,243.690889754096,0.0257834230632086,3,3,3.96862696659689
3,8,9,10,54.5890104579478,0.115099820540249,3,3,4.5
3,8,10,19,243.690889754096,0.0257834230632086,3,3,3.96862696659689
3,8,11,13,44.5985281604161,0.140883243603458,3,3,3
3,8,11,24,54.5890104579478,0.115099820540249,3,3,4.5
3,8,13,22,44.5985281604161,0.140883243603458,3,3,3
3,8,13,24,-243.690889754096,-0.0257834230632086,3,3,3.96862696659689
3,8,13,29,243.690889754096,0.0257834230632086,3,3,3.96862696659689
3,8,19,22,-243.690889754096,-0.0257834230632086,3,3,3.96862696659689
3,8,22,29,-54.5890104579478,-0.115099820540249,3,3,4.5
3,11,1,2,-243.690889754096,-0.0257834230632086,3,3,3.96862696659689
3,11,1,5,44.5985281604161,0.140883243603458,3,3,3
3,11,1,7,54.5890104579478,0.115099820540249,3,3,4.5
3,11,2,8,243.690889754096,0.0257834230632086,3,3,3.96862696659689
3,11,5,7,-243.690889754096,-0.0257834230632086,3,3,3.96862696659689
3,11,5,15,243.690889754096,0.0257834230632086,3,3,3.96862696659689
3,11,5,17,44.5985281604161,0.140883243603458,3,3,3
3,11,8,13,44.5985281604161,0.140883243603458,3,3,3
3,11,8,22,54.5890104579478,0.115099820540249,3,3,4.5
3,11,13,22,-243.690889754096,-0.0257834230632086,3,3,3.96862696659689
3,11,13,24,44.5985281604161,0.140883243603458,3,3,3
3,11,13,29,243.690889754096,0.0257834230632086,3,3,3.96862696659689
3,11,15,17,54.5890104579478,0.115099820540249,3,3,4.5
3,11,17,27,243.690889754096,0.0257834230632086,3,3,3.96862696659689
3,11,24,27,243.690889754096,0.0257834230632086,3,3,3.96862696659689
3,11,24,29,-54.5890104579478,-0.115099820540249,3,3,4.5
3,13,1,2,243.690889754096,0.0257834230632086,3,3,3.96862696659689
3,13,1,5,243.690889754096,0.0257834230632086,3,3,3.96862696659689
3,13,2,8,44.5985281604161,0.140883243603458,3,3,3
3,13,2,10,54.5890104579478,0.115099820540249,3,3,4.5
3,13,5,11,44.5985281604161,0.140883243603458,3,3,3
3,13,5,17,54.5890104579478,0.115099820540249,3,3,4.5
3,13,8,10,-243.690889754096,-0.0257834230632086,3,3,3.96862696659689
3,13,8,19,243.690889754096,0.0257834230632086,3,3,3.96862696659689
3,13,8,22,44.5985281604161,0.140883243603458,3,3,3
3,13,11,17,-243.690889754096,-0.0257834230632086,3,3,3.96862696659689
3,13,11,24,44.5985281604161,0.140883243603458,3,3,3
3,13,11,27,243.690889754096,0.0257834230632086,3,3,3.96862696659689
3,13,19,22,54.5890104579478,0.115099820540249,3,3,4.5
3,13,22,29,243.690889754096,0.0257834230632086,3,3,3.96862696659689
3,13,24,27,-54.5890104579478,-0.115099820540249,3,3,4.5
3,13,24,29,243.690889754096,0.0257834230632086,3,3,3.96862696659689
4,6,1,2,-44.5985281604161,-0.140883243603458,3,3,3
4,6,1,3,-243.690889754096,-0.0257834230632086,3,3,3.96862696659689
4,6,1,5,243.690889754096,0.0257834230632086,3,3,3.96862696659689
4,6,1,7,44.5985281604161,0.140883243603458,3,3,3
4,6,2,3,54.5890104579478,0.115099820540249,3,3,4.5
4,6,2,9,-243.690889754096,-0.0257834230632086,3,3,3.96862696659689
4,6,5,7,54.5890104579478,0.115099820540249,3,3,4.5
4,6,7,16,243.690889754096,0.0257834230632086,3,3,3.96862696659689
4,6,9,14,243.690889754096,0.0257834230632086,3,3,3.96862696659689
4,6,12,14,-44.5985281604161,-0.140883243603458,3,3,3
4,6,12,18,44.5985281604161,0.140883243603458,3,3,3
4,6,12,25,-243.690889754096,-0.0257834230632086,3,3,3.96862696659689
4,6,12,28,243.690889754096,0.0257834230632086,3,3,3.96862696659689
4,6,14,25,54.5890104579478,0.115099820540249,3,3,4.5
4,6,16,18,-243.690889754096,-0.0257834230632086,3,3,3.96862696659689
4,6,18,28,-54.5890104579478,-0.115099820540249,3,3,4.5
4,9,1,2,44.5985281604161,0.140883243603458,3,3,3
4,9,1,3,54.5890104579478,0.115099820540249,3,3,4.5
4,9,1,6,-243.690889754096,-0.0257834230632086,3,3,3.96862696659689
4,9,2,3,-243.690889754096,-0.0257834230632086,3,3,3.96862696659689
4,9,2,8,243.690889754096,0.0257834230632086,3,3,3.96862696659689
4,9,2,10,44.5985281604161,0.140883243603458,3,3,3
4,9,6,12,243.690889754096,0.0257834230632086,3,3,3.96862696659689
4,9,8,10,54.5890104579478,0.115099820540249,3,3,4.5
4,9,10,21,243.690889754096,0.0257834230632086,3,3,3.96862696659689
4,9,12,14,44.5985281604161,0.140883243603458,3,3,3
4,9,12,25,54.5890104579478,0.115099820540249,3,3,4.5
4,9,14,23,44.5985281604161,0.140883243603458,3,3,3
4,9,14,25,-243.690889754096,-0.0257834230632086,3,3,3.96862696659689
4,9,14,30,243.690889754096,0.0257834230632086,3,3,3.96862696659689
4,9,21,23,-243.690889754096,-0.0257834230632086,3,3,3.96862696659689
4,9,23,30,-54.5890104579478,-0.115099820540249,3,3,4.5
4,12,1,2,-243.690889754096,-0.0257834230632086,3,3,3.96862696659689
4,12,1,6,44.5985281604161,0.140883243603458,3,3,3
4,12,1,7,54.5890104579478,0.115099820540249,3,3,4.5
4,12,2,9,243.690889754096,0.0257834230632086,3,3,3.96862696659689
4,12,6,7,-243.690889754096,-0.0257834230632086,3,3,3.96862696659689
4,12,6,16,243.690889754096,0.0257834230632086,3,3,3.96862696659689
4,12,6,18,44.5985281604161,0.140883243603458,3,3,3
4,12,9,14,44.5985281604161,0.140883243603458,3,3,3
4,12,9,23,54.5890104579478,0.115099820540249,3,3,4.5
4,12,14,23,-243.690889754096,-0.0257834230632086,3,3,3.96862696659689
4,12,14,25,44.5985281604161,0.140883243603458,3,3,3
4,12,14,30,243.690889754096,0.0257834230632086,3,3,3.96862696659689
4,12,16,18,54.5890104579478,0.115099820540249,3,3,4.5
4,12,18,28,243.690889754096,0.0257834230632086,3,3,3.96862696659689
4,12,25,28,243.690889754096,0.0257834230632086,3,3,3.96862696659689
4,12,25,30,-54.5890104579478,-0.115099820540249,3,3,4.5
4,14,1,2,243.690889754096,0.0257834230632086,3,3,3.96862696659689
4,14,1,6,243.690889754096,0.0257834230632086,3,3,3.96862696659689
4,14,2,9,44.5985281604161,0.140883243603458,3,3,3
4,14,2,10,54.5890104579478,0.115099820540249,3,3,4.5
4,14,6,12,44.5985281604161,0.140883243603458,3,3,3
4,14,6,18,54.5890104579478,0.115099820540249,3,3,4.5
4,14,9,10,-243.690889754096,-0.0257834230632086,3,3,3.96862696659689
4,14,9,21,243.690889754096,0.0257834230632086,3,3,3.96862696659689
4,14,9,23,44.5985281604161,0.140883243603458,3,3,3
4,14,12,18,-243.690889754096,-0.0257834230632086,3,3,3.96862696659689
4,14,12,25,44.5985281604161,0.140883243603458,3,3,3
4,14,12,28,243.690889754096,0.0257834230632086,3,3,3.96862696659689
4,14,21,23,54.5890104579478,0.115099820540249,3,3,4.5
4,14,23,30,243.690889754096,0.0257834230632086,3,3,3.96862696659689
4,14,25,28,-54.5890104579478,-0.115099820540249,3,3,4.5
4,14,25,30,243.690889754096,0.0257834230632086,3,3,3.96862696659689
5,7,1,2,-243.690889754096,-0.0257834230632086,3,3,3.96862696659689
5,7,1,3,-44.5985281604161,-0.140883243603458,3,3,3
5,7,1,4,243.690889754096,0.0257834230632086,3,3,3.96862696659689
5,7,1,6,44.5985281604161,0.140883243603458,3,3,3
5,7,2,3,-54.5890104579478,-0.115099820540249,3,3,4.5
5,7,3,11,-243.690889754096,-0.0257834230632086,3,3,3.96862696659689
5,7,4,6,54.5890104579478,0.115099820540249,3,3,4.5
5,7,6,16,243.690889754096,0.0257834230632086,3,3,3.96862696659689
5,7,11,17,243.690889754096,0.0257834230632086,3,3,3.96862696659689
5,7,15,17,-44.5985281604161,-0.140883243603458,3,3,3
5,7,15,20,44.5985281604161,0.140883243603458,3,3,3
5,7,15,31,-243.690889754096,-0.0257834230632086,3,3,3.96862696659689
5,7,15,33,243.690889754096,0.0257834230632086,3,3,3.96862696659689
5,7,16,20,-243.690889754096,-0.0257834230632086,3,3,3.96862696659689
5,7,17,31,54.5890104579478,0.115099820540249,3,3,4.5
5,7,20,33,-54.5890104579478,-0.115099820540249,3,3,4.5
5,11,1,2,54.5890104579478,0.115099820540249,3,3,4.5
5,11,1,3,44.5985281604161,0.140883243603458,3,3,3
5,11,1,7,-243.690889754096,-0.0257834230632086,3,3,3.96862696659689
5,11,2,3,243.690889754096,0.0257834230632086,3,3,3.96862696659689
5,11,3,8,243.690889754096,0.0257834230632086,3,3,3.96862696659689
5,11,3,13,44.5985281604161,0.140883243603458,3,3,3
5,11,7,15,243.690889754096,0.0257834230632086,3,3,3.96862696659689
5,11,8,13,54.5890104579478,0.115099820540249,3,3,4.5
5,11,13,24,243.690889754096,0.0257834230632086,3,3,3.96862696659689
5,11,15,17,44.5985281604161,0.140883243603458,3,3,3
5,11,15,31,54.5890104579478,0.115099820540249,3,3,4.5
5,11,17,27,44.5985281604161,0.140883243603458,3,3,3
5,11,17,31,-243.690889754096,-0.0257834230632086,3,3,3.96862696659689
5,11,17,36,243.690889754096,0.0257834230632086,3,3,3.96862696659689
5,11,24,27,-243.690889754096,-0.0257834230632086,3,3,3.96862696659689
5,11,27,36,-54.5890104579478,-0.115099820540249,3,3,4.5
5,15,1,3,-243.690889754096,-0.0257834230632086,3,3,3.96862696659689
5,15,1,6,54.5890104579478,0.115099820540249,3,3,4.5
5,15,1,7,44.5985281604161,0.140883243603458,3,3,3
5,15,3,11,243.690889754096,0.0257834230632086,3,3,3.96862696659689
5,15,6,7,243.690889754096,0.0257834230632086,3,3,3.96862696659689
5,15,7,16,243.690889754096,0.0257834230632086,3,3,3.96862696659689
5,15,7,20,44.5985281604161,0.140883243603458,3,3,3
5,15,11,17,44.5985281604161,0.140883243603458,3,3,3
5,15,11,27,54.5890104579478,0.115099820540249,3,3,4.5
5,15,16,20,54.5890104579478,0.115099820540249,3,3,4.5
5,15,17,27,-243.690889754096,-0.0257834230632086,3,3,3.96862696659689
5,15,17,31,44.5985281604161,0.140883243603458,3,3,3
5,15,17,36,243.690889754096,0.0257834230632086,3,3,3.96862696659689
5,15,20,33,243.690889754096,0.0257834230632086,3,3,3.96862696659689
5,15,31,33,243.690889754096,0.0257834230632086,3,3,3.96862696659689
5,15,31,36,-54.5890104579478,-0.115099820540249,3,3,4.5
5,17,1,3,243.690889754096,0.0257834230632086,3,3,3.96862696659689
5,17,1,7,243.690889754096,0.0257834230632086,3,3,3.96862696659689
5,17,3,11,44.5985281604161,0.140883243603458,3,3,3
5,17,3,13,54.5890104579478,0.115099820540249,3,3,4.5
5,17,7,15,44.5985281604161,0.140883243603458,3,3,3
5,17,7,20,54.5890104579478,0.115099820540249,3,3,4.5
5,17,11,13,-243.690889754096,-0.0257834230632086,3,3,3.96862696659689
5,17,11,24,243.690889754096,0.0257834230632086,3,3,3.96862696659689
5,17,11,27,44.5985281604161,0.140883243603458,3,3,3
5,17,15,20,-243.690889754096,-0.0257834230632086,3,3,3.96862696659689
5,17,15,31,44.5985281604161,0.140883243603458,3,3,3
5,17,15,33,243.690889754096,0.0257834230632086,3,3,3.96862696659689
5,17,24,27,54.5890104579478,0.115099820540249,3,3,4.5
5,17,27,36,243.690889754096,0.0257834230632086,3,3,3.96862696659689
5,17,31,33,-54.5890104579478,-0.115099820540249,3,3,4.5
5,17,31,36,243.690889754096,0.0257834230632086,3,3,3.96862696659689
6,7,1,2,-243.690889754096,-0.0257834230632086,3,3,3.96862696659689
6,7,1,3,243.690889754096,0.0257834230632086,3,3,3.96862696659689
6,7,1,4,-44.5985281604161,-0.140883243603458,3,3,3
6,7,1,5,44.5985281604161,0.140883243603458,3,3,3
6,7,2,4,-54.5890104579478,-0.115099820540249,3,3,4.5
6,7,3,5,54.5890104579478,0.115099820540249,3,3,4.5
6,7,4,12,-243.690889754096,-0.0257834230632086,3,3,3.96862696659689
6,7,5,15,243.690889754096,0.0257834230632086,3,3,3.96862696659689
6,7,12,18,243.690889754096,0.0257834230632086,3,3,3.96862696659689
6,7,15,20,-243.690889754096,-0.0257834230632086,3,3,3.96862696659689
6,7,16,18,-44.5985281604161,-0.140883243603458,3,3,3
6,7,16,20,44.5985281604161,0.140883243603458,3,3,3
6,7,16,32,-243.690889754096,-0.0257834230632086,3,3,3.96862696659689
6,7,16,34,243.690889754096,0.0257834230632086,3,3,3.96862696659689
6,7,18,32,54.5890104579478,0.115099820540249,3,3,4.5
6,7,20,34,-54.5890104579478,-0.115099820540249,3,3,4.5
6,12,1,2,54.5890104579478,0.115099820540249,3,3,4.5
6,12,1,4,44.5985281604161,0.140883243603458,3,3,3
6,12,1,7,-243.690889754096,-0.0257834230632086,3,3,3.96862696659689
6,12,2,4,243.690889754096,0.0257834230632086,3,3,3.96862696659689
6,12,4,9,243.690889754096,0.0257834230632086,3,3,3.96862696659689
6,12,4,14,44.5985281604161,0.140883243603458,3,3,3
6,12,7,16,243.690889754096,0.0257834230632086,3,3,3.96862696659689
6,12,9,14,54.5890104579478,0.115099820540249,3,3,4.5
6,12,14,25,243.690889754096,0.0257834230632086,3,3,3.96862696659689
6,12,16,18,44.5985281604161,0.140883243603458,3,3,3
6,12,16,32,54.5890104579478,0.115099820540249,3,3,4.5
6,12,18,28,44.5985281604161,0.140883243603458,3,3,3
6,12,18,32,-243.690889754096,-0.0257834230632086,3,3,3.96862696659689
6,12,18,37,243.690889754096,0.0257834230632086,3,3,3.96862696659689
6,12,25,28,-243.690889754096,-0.0257834230632086,3,3,3.96862696659689
6,12,28,37,-54.5890104579478,-0.115099820540249,3,3,4.5
6,16,1,4,-243.690889754096,-0.0257834230632086,3,3,3.96862696659689
6,16,1,5,54.5890104579478,0.115099820540249,3,3,4.5
6,16,1,7,44.5985281604161,0.140883243603458,3,3,3
6,16,4,12,243.690889754096,0.0257834230632086,3,3,3.96862696659689
6,16,5,7,243.690889754096,0.0257834230632086,3,3,3.96862696659689
6,16,7,15,243.690889754096,0.0257834230632086,3,3,3.96862696659689
6,16,7,20,44.5985281604161,0.140883243603458,3,3,3
6,16,12,18,44.5985281604161,0.140883243603458,3,3,3
